Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
333.62,353.95,172.92,-1.11,21.78
138.25,158.35,255.27,90.35,74.46
127.47,87.25,141.47,145.36,141.25
413.41,-25.55,177.81,9.89,16.89
197.26,271.15,196.37,102.02,40.12
23.45,848.5,67.79,174.81,145.25
398.52,378.4,116.91,-2.0,-6.11
174.59,196.7,317.06,21.56,39.45
46.23,320.05,211.93,143.25,137.58
150.36,264.5,343.62,3.89,43.23
0.0,0.0,0.0,0.0,0.0
383.85,295.6,86.24,23.56,33.23
354.51,98.35,192.26,17.78,17.78
326.84,43.35,181.48,34.45,13.56
145.14,683.45,136.58,51.01,118.58
113.91,580.1,206.26,64.79,104.02
438.97,99.45,119.91,24.45,-0.22
373.07,354.5,137.58,16.56,10.89
388.85,216.7,132.58,38.23,16.89
527.32,58.9,60.01,5.89,14.89
516.54,64.45,74.68,6.89,-2.0
62.9,589.55,121.8,16.67,286.72
366.96,-10.55,175.59,13.78,13.78
468.31,-40.0,87.24,25.45,4.0
151.36,519.55,110.02,136.36,83.24
322.95,152.25,168.7,36.45,32.45
282.61,358.4,167.03,58.01,25.67
142.25,146.15,280.72,115.8,-2.0
177.81,546.2,272.94,23.56,20.45
459.42,19.45,110.91,-1.11,9.89
90.24,461.2,198.26,194.26,9.0
44.01,898.5,148.14,12.78,198.37
389.74,0.0,190.48,-0.11,11.89
249.27,107.8,231.6,0.0,58.9
495.65,60.0,90.46,6.0,12.0
319.06,132.8,199.26,30.56,12.56
372.85,25.0,120.69,45.23,48.23
290.39,226.7,148.25,34.34,59.79
76.46,285.05,393.74,12.89,63.9
458.31,13.9,89.24,18.78,8.78
231.82,293.4,167.81,109.91,22.78
361.29,133.9,214.15,16.78,-11.0
319.95,328.95,131.47,62.9,6.78
285.72,82.25,207.15,57.9,23.78
351.4,28.9,203.15,5.78,-0.22
559.66,-45.0,35.45,-7.0,-4.0
155.03,268.95,277.94,61.9,39.45
508.32,70.0,62.9,10.89,2.0
67.9,386.75,89.35,101.24,256.16
179.81,255.6,244.38,34.23,91.35
451.75,23.9,125.8,-1.11,16.78
240.38,53.35,142.25,159.92,1.78
503.65,35.0,73.68,6.89,10.78
89.24,587.9,228.82,118.91,11.56
124.8,368.95,176.7,27.56,198.26
345.62,206.7,181.59,1.89,19.56
48.23,343.4,104.13,248.27,122.69
420.19,44.45,149.25,6.78,17.89
438.64,-75.0,103.02,12.67,9.67
311.06,196.7,187.59,18.56,28.45
269.05,417.3,192.48,17.78,31.23
15.56,780.15,99.02,271.83,29.67
275.05,-70.0,218.82,43.12,50.01
232.6,240.6,160.14,65.9,84.24
284.61,255.6,185.59,6.78,57.9
505.65,25.0,78.46,6.0,16.89
396.52,-50.0,172.81,7.78,-0.11
113.69,624.55,193.48,117.69,48.23
328.84,87.25,210.15,10.89,16.56
449.53,23.35,110.02,1.0,18.78
192.59,477.3,242.6,48.12,30.23
278.72,83.35,193.26,33.34,62.01
192.59,430.65,195.48,35.45,87.35
295.61,165.6,225.71,10.78,23.78
217.04,72.25,287.61,42.34,25.56
329.84,197.25,194.26,0.0,15.56
103.91,564.55,206.15,131.47,27.56
404.63,113.9,172.7,9.89,-8.0
382.85,-30.55,135.58,32.34,34.34
357.4,88.35,206.15,5.0,20.78
264.94,43.35,273.05,7.78,29.67
468.42,-1.1,91.35,13.78,8.78
299.5,261.15,128.47,36.23,83.46
313.06,357.85,160.92,13.78,13.67
162.81,-30.55,311.06,23.45,57.79
187.37,276.15,208.26,100.02,49.12
265.94,182.25,251.27,35.45,7.89
433.75,63.9,113.8,18.67,-5.0
408.52,34.45,154.03,24.67,0.89
245.6,121.7,212.93,53.01,52.12
101.13,720.15,118.91,145.25,66.68
192.48,231.7,247.27,53.01,53.9
251.16,97.8,277.94,8.78,16.56
178.59,452.85,288.72,51.12,-11.0
296.61,358.95,179.7,7.89,38.12
214.93,477.3,104.91,102.13,77.57
321.17,103.9,193.48,24.56,48.9
99.02,614.55,257.16,71.68,47.34
351.51,-35.0,228.82,2.89,0.78
324.06,226.15,182.59,35.45,26.67
207.04,220.6,198.37,100.13,38.34
522.1,5.0,43.12,-0.11,1.89
481.09,217.25,83.46,-5.0,8.0
156.25,312.85,267.16,22.45,76.57
196.15,403.4,282.72,0.89,27.56
275.83,152.8,251.16,30.45,7.0
472.31,48.35,56.9,26.45,16.67
181.48,249.5,238.6,51.12,51.9
488.98,74.45,86.46,12.89,14.78
205.26,427.85,254.27,11.89,51.01
357.18,142.25,171.92,10.78,14.67
278.72,412.3,225.93,12.89,7.89
319.95,118.35,211.93,18.56,16.89
527.21,60.0,63.9,-3.0,15.89
482.09,4.45,83.46,17.78,14.78
121.8,147.25,280.72,135.47,17.56
53.12,721.8,104.13,244.49,47.9
466.42,5.0,115.91,17.78,6.89
319.17,92.25,194.37,0.89,36.12
37.12,1491.95,200.37,10.78,37.23
314.17,181.7,162.92,41.34,33.23
150.03,152.25,366.18,9.78,11.56
220.82,343.95,137.47,104.02,54.01
161.92,201.7,343.62,12.78,40.34
280.83,13.35,215.93,34.34,41.12
421.19,281.15,75.68,46.23,15.67
206.15,101.7,188.48,97.24,75.79
467.31,48.9,99.24,4.89,4.78
91.24,0.0,227.6,60.01,110.91
168.92,347.85,87.24,212.15,53.12
305.28,102.8,156.03,86.35,21.78
513.54,-20.55,75.68,6.89,1.0
119.69,1066.3,66.79,121.69,70.57
178.48,112.8,321.84,34.45,6.67
276.72,77.8,223.93,31.34,17.45
279.72,236.7,220.82,31.45,13.67
106.91,541.2,121.58,123.8,145.47
266.16,116.7,200.37,98.24,13.89
91.24,476.75,311.06,58.79,5.67
455.42,-10.0,93.13,20.56,8.0
261.94,-1.1,261.05,5.78,29.56
177.7,68.9,310.06,39.34,48.12
255.38,545.1,108.91,23.56,103.13
213.15,499.55,139.47,86.46,61.01
181.59,136.7,225.71,64.79,58.68
279.83,59.45,274.83,14.67,6.78
249.38,40.0,213.04,59.79,52.79
130.47,565.65,244.38,36.34,58.79
333.62,103.9,222.82,15.78,6.0
390.85,63.9,187.59,7.89,4.89
528.21,65.0,56.9,-2.0,5.0
344.4,65.0,201.37,24.67,35.56
279.94,283.95,181.7,59.01,28.45
143.47,142.25,359.29,42.12,25.67
539.77,40.0,39.34,-6.0,6.89
215.15,245.6,193.26,70.68,56.79
24.45,-1.1,56.79,259.27,221.71
353.29,24.45,219.04,-3.0,2.78
358.18,69.45,184.48,7.89,28.67
545.77,-50.0,29.34,4.0,3.89
432.86,9.45,117.69,7.89,24.67
118.69,520.65,253.27,10.67,95.24
559.44,5.0,15.56,4.0,-10.0
255.38,312.85,223.93,32.34,22.78
76.68,501.2,223.82,78.57,119.69
213.93,241.7,228.71,71.79,35.12
217.04,722.9,161.14,50.12,58.01
303.39,332.85,67.79,90.35,59.9
554.77,-40.0,33.34,-1.0,-6.0
68.79,618.45,166.92,177.7,50.9
192.26,736.25,196.37,11.67,40.45
264.16,329.5,225.93,39.34,16.67
515.54,33.9,47.01,12.89,3.78
303.5,235.05,152.25,30.34,71.79
390.85,187.8,126.69,48.23,23.67
226.93,-11.1,288.61,42.23,22.45
406.3,136.15,120.69,6.89,9.89
476.98,19.45,94.35,5.89,-12.0
368.18,246.15,171.92,2.89,23.78
212.93,175.6,271.83,16.78,29.34
0.0,0.0,0.0,0.0,0.0
134.36,205.6,243.49,112.8,44.34
114.69,83.9,417.3,47.23,-6.0
405.41,47.8,119.69,0.89,22.45
116.69,248.95,275.83,0.0,-5.11
199.15,157.8,268.94,25.56,55.79
278.94,44.45,275.72,27.56,7.89
532.21,-25.55,52.01,11.89,11.89
427.19,68.9,124.69,26.56,20.78
527.99,34.45,43.23,6.89,16.89
339.51,23.35,199.26,2.89,12.67
414.3,-60.0,135.47,9.78,23.45
108.8,678.45,216.82,12.67,99.02
173.7,810.15,113.91,112.8,19.56
358.4,156.15,134.36,11.78,39.23
175.81,-25.55,267.05,27.45,108.8
53.12,1044.65,135.36,-0.11,165.81
330.95,151.15,169.92,24.45,31.34
224.82,158.35,179.59,57.9,112.13
466.42,58.9,96.35,6.78,18.67
79.35,942.4,169.7,79.57,55.9
458.53,104.45,111.91,3.89,14.78
263.05,93.9,212.15,99.24,1.89
451.42,77.25,80.35,11.78,2.0
207.26,455.65,110.91,81.46,94.24
152.25,436.2,229.82,75.57,42.12
391.85,98.35,139.36,23.56,16.56
478.2,28.35,76.57,0.89,10.67
532.88,40.0,42.23,-2.0,10.0
65.9,97.25,129.47,119.8,247.49
556.66,-50.0,31.45,-4.0,-8.0
325.06,230.6,146.25,45.23,39.34
206.04,541.2,252.38,4.89,27.45
495.65,-20.55,76.68,15.78,-3.0
170.92,470.65,221.93,69.57,29.45
486.87,58.35,42.12,-0.11,39.45
408.52,111.7,108.02,43.23,8.89
321.84,156.7,158.14,30.34,52.23
128.58,828.5,210.15,68.79,6.89
120.8,367.3,240.6,96.13,47.01
391.74,156.15,103.02,23.67,42.34
251.16,141.7,284.72,15.78,-6.0
244.38,422.3,223.71,15.78,7.67
279.83,101.7,277.94,3.0,-5.11
326.06,312.85,86.24,99.24,-1.0
303.17,148.35,190.37,-4.0,67.79
347.4,182.8,163.03,40.23,12.78
521.21,54.45,53.01,-1.11,-5.0
177.7,588.45,167.92,97.13,11.56
544.99,-70.0,40.12,-1.11,-5.0
257.05,38.9,216.04,37.34,62.79
410.3,20.0,148.14,10.78,17.78
506.54,55.0,72.57,3.0,8.0
247.38,98.9,207.26,81.46,62.01
39.45,1409.7,122.58,77.57,84.57
248.27,509.55,158.03,29.45,27.34
473.09,-6.1,83.35,-1.11,10.89
446.64,87.8,80.57,36.45,3.78
447.53,-45.0,113.91,8.78,2.78
250.49,141.7,262.05,35.34,12.78
449.64,163.35,110.02,18.67,7.89
408.52,231.7,106.13,5.89,57.12
480.2,25.0,45.01,21.67,45.12
265.16,495.1,103.91,27.56,87.46
109.02,180.6,209.15,154.14,67.57
438.97,30.0,143.47,0.89,19.78
259.05,117.8,222.71,38.34,30.23
40.23,156.15,210.04,52.9,236.6
510.32,14.45,58.9,-1.11,-5.0
454.64,-75.0,94.24,32.45,23.67
207.15,525.65,158.14,85.35,33.23
335.84,359.5,90.24,25.45,75.57
220.04,206.7,221.82,81.57,42.23
208.04,381.75,225.82,34.45,31.34
221.71,153.35,262.05,44.23,43.34
137.36,637.35,170.81,21.56,131.69
287.5,334.5,143.47,19.67,90.46
212.93,75.0,129.47,9.78,233.82
281.61,18.9,237.49,22.67,17.45
121.8,525.1,198.15,84.35,74.68
104.02,167.8,381.85,25.45,49.12
369.29,176.7,174.81,12.78,6.78
479.87,65.0,87.24,-3.0,1.0
153.25,407.3,211.93,105.13,51.23
194.48,310.05,207.15,70.79,82.57
4273.49,83.9,105.13,3.0,3.89
130.58,323.95,130.58,135.58,144.47
389.63,43.9,166.92,16.78,10.89
474.2,108.35,84.57,12.89,23.67
172.7,270.05,285.72,42.23,26.34
277.83,47.8,218.82,30.45,43.34
197.26,57.8,319.06,11.67,19.56
214.93,393.95,266.16,13.67,24.45
451.75,73.35,83.35,30.56,7.78
327.84,102.8,190.48,31.45,18.67
228.71,200.6,89.24,183.48,15.56
565.55,-70.0,17.67,11.89,-6.11
313.95,131.7,103.13,56.01,75.68
369.18,72.25,141.47,43.23,5.67
95.24,636.8,182.48,99.13,60.79
527.99,20.0,43.12,1.0,4.89
250.49,23.9,311.28,12.67,18.78
178.59,216.15,309.28,50.01,7.0
398.74,147.8,143.47,44.23,-0.11
513.32,73.9,33.23,14.78,13.89
381.85,152.8,136.47,17.78,34.34
217.82,378.95,136.36,73.57,77.46
86.35,859.6,208.04,14.67,103.02
505.65,38.9,65.79,-6.0,1.78
63.68,494.55,225.82,56.01,133.47
492.98,79.45,85.35,9.89,-4.11
490.65,0.0,73.57,17.78,0.0
272.83,78.35,214.15,59.79,20.56
389.63,222.25,135.36,24.67,17.89
50.01,865.15,188.37,131.58,35.12
215.15,-45.55,265.16,57.79,52.01
273.94,629.0,86.35,93.13,17.89
272.05,240.6,238.49,-1.11,20.45
226.93,142.25,279.72,17.56,43.34
394.52,-1.1,165.92,-7.0,5.78
127.69,515.1,151.03,43.12,153.14
213.15,82.25,270.94,38.23,42.23
156.92,38.35,355.29,40.34,-2.11
362.18,146.7,160.03,16.67,15.78
540.99,-45.55,41.23,-1.11,8.0
32.56,1748.1,51.01,132.47,44.34
192.59,156.7,180.48,89.46,93.13
431.08,24.45,152.25,7.0,8.89
493.76,4.45,87.46,0.89,-6.0
149.14,128.35,246.49,77.68,100.02
430.08,73.35,129.69,9.89,22.67
433.75,126.7,84.57,13.78,23.67
292.61,97.8,146.36,124.8,26.56
313.06,9.45,218.82,42.23,-11.0
189.59,270.6,263.94,3.89,75.46
36.34,937.95,146.25,171.92,58.9
214.82,255.05,283.83,8.89,33.45
98.24,107.8,154.14,318.06,-8.0
276.83,83.35,265.16,23.67,29.67
120.91,604.0,251.16,27.45,76.68
473.2,113.9,88.46,17.56,-3.0
510.54,74.45,78.68,6.0,9.89
238.6,52.8,261.27,3.89,60.68
372.07,138.35,156.92,9.78,33.56
432.97,171.15,98.13,9.89,17.89
320.06,-35.55,249.38,15.78,11.78
451.42,44.45,99.02,10.89,10.89
149.25,122.8,323.95,57.79,24.45
477.98,13.9,71.68,3.89,8.67
305.17,176.7,163.92,45.23,42.34
44.12,946.3,88.46,191.48,65.68
222.93,63.35,276.72,24.45,49.23
515.54,-1.1,52.9,8.89,0.89
266.94,425.65,159.03,28.34,33.56
286.5,92.8,229.82,48.23,-3.11
165.03,93.9,334.62,19.67,50.9
391.74,340.05,86.35,52.12,11.67
518.43,64.45,56.79,0.0,13.89
405.52,142.25,124.58,23.56,4.89
187.59,519.55,146.25,28.45,105.8
146.14,88.35,252.16,102.13,56.9
6.78,534.55,178.59,16.78,263.94
471.2,69.45,100.02,8.89,-12.0
88.46,554.55,271.94,61.79,45.01
240.49,83.35,306.39,3.0,26.56
437.97,33.9,142.36,4.0,-6.11
255.05,171.7,230.71,34.45,19.45
454.53,102.25,74.46,12.67,-2.0
396.74,195.6,128.69,21.56,1.89
308.39,222.25,145.25,21.67,94.24
190.26,588.45,54.01,211.15,-1.11
400.52,97.25,137.58,30.56,14.89
232.49,352.3,162.92,52.01,36.12
509.32,79.45,65.9,9.89,1.0
514.21,-10.0,60.9,-7.0,-3.0
331.62,447.85,96.24,32.45,54.12
412.3,202.25,121.58,13.78,10.89
223.82,113.9,313.17,16.56,9.67
129.47,295.05,297.39,41.23,55.9
264.16,294.5,200.26,54.9,2.78
468.2,-6.1,72.57,20.67,12.89
484.98,64.45,89.35,0.89,8.89
135.47,402.85,279.83,42.34,57.79
261.05,77.8,256.16,20.67,21.67
383.74,3.9,166.92,21.56,-2.0
245.38,315.05,116.69,58.9,113.02
260.27,98.35,294.5,4.89,9.67
328.06,102.8,214.93,24.67,13.78
362.4,82.8,151.03,33.45,31.56
56.12,707.35,115.69,69.68,205.93
333.62,94.45,198.26,16.56,11.67
154.25,166.7,274.83,83.57,65.01
24.56,1128.0,100.02,199.37,24.45
262.27,24.45,262.05,34.45,42.34
314.95,157.8,181.7,13.67,53.12
50.01,357.3,239.6,127.69,101.24
408.52,93.35,136.36,13.78,28.67
205.26,363.95,262.16,38.23,27.56
426.86,53.9,127.58,5.78,6.89
320.06,113.35,190.37,32.34,18.56
412.19,-70.0,147.36,8.78,9.78
388.74,163.35,147.14,18.78,29.67
521.1,-25.0,34.23,1.89,10.78
121.58,418.4,142.47,45.12,211.15
302.28,289.5,169.7,38.34,2.89
249.16,8.9,252.38,8.89,73.79
110.13,222.25,180.7,158.14,137.58
249.38,-10.55,311.17,4.78,3.78
59.01,445.65,303.28,112.91,29.67
215.15,62.8,283.72,35.23,31.34
336.62,83.9,174.59,36.34,18.67
308.17,48.9,187.48,64.9,29.67
429.08,122.25,124.69,9.78,12.0
216.93,13.35,313.17,17.67,30.56
326.95,72.8,180.59,32.34,29.56
535.1,8762.8,41.12,-6.0,9.78
96.02,569.0,189.48,70.57,93.13
174.59,-16.1,210.04,73.57,115.02
178.81,722.9,120.69,135.58,34.34
198.26,187.8,168.92,63.79,123.47
367.29,-45.55,189.37,11.67,0.78
423.97,300.6,77.46,23.67,18.78
114.91,515.65,124.69,198.37,43.01
303.5,131.15,205.26,37.23,16.89
74.46,593.45,218.82,141.47,25.56
408.3,45.0,131.58,33.45,22.67
32.45,732.35,184.59,146.25,85.24
329.84,-15.0,201.26,35.23,26.67
33.34,839.05,153.14,35.23,182.48
133.58,422.85,121.69,142.47,136.58
188.59,446.2,114.91,9.78,178.48
266.16,815.15,111.8,54.01,3.0
561.66,50.0,27.45,0.0,2.0
313.28,191.7,190.37,28.45,32.56
307.28,19.45,169.7,48.23,64.9
416.08,123.35,84.46,39.34,26.45
432.75,53.35,108.13,4.0,27.45
24.45,1294.7,109.91,30.34,147.47
209.04,102.8,229.71,72.57,56.12
196.48,298.4,242.38,79.46,-3.0
402.3,13.35,87.46,72.57,-5.0
435.86,79.45,134.58,7.78,-12.0
104.24,926.85,146.25,78.46,74.68
366.96,-65.0,150.25,53.12,16.67
463.53,142.8,87.24,10.78,15.89
369.07,142.8,177.81,20.67,2.89
437.86,221.7,76.46,6.0,32.34
218.04,236.7,152.03,61.9,115.69
217.04,117.8,272.94,48.12,37.34
100.13,421.2,164.92,157.03,69.57
476.09,-0.55,100.24,-5.0,10.78
449.75,117.25,88.35,26.56,-1.11
306.28,63.35,228.82,23.56,28.67
79.46,657.9,284.72,3.89,81.35
151.36,663.45,188.37,47.01,78.57
335.62,58.9,219.82,1.0,-0.11
160.92,383.4,209.93,16.56,129.8
497.54,133.9,62.9,3.89,4.89
185.37,417.3,171.7,82.57,54.79
438.86,103.9,96.35,22.67,45.34
401.41,156.15,96.35,46.01,-8.0
96.02,470.1,198.26,36.23,127.58
348.4,172.25,133.47,39.34,42.34
200.15,176.15,327.84,15.78,1.0
430.97,39.45,146.36,4.0,19.78
509.65,30.0,63.68,9.78,13.89
551.88,-15.0,35.23,-7.0,2.0
172.59,575.65,133.58,114.8,47.9
316.95,138.35,208.04,21.56,0.0
243.38,131.15,198.37,31.34,66.79
149.25,727.35,275.83,4.89,16.56
101.02,775.15,121.69,92.24,94.02
240.6,157.25,269.94,40.12,6.78
292.39,127.25,178.7,41.23,32.23
308.28,38.9,170.7,75.68,32.56
41.12,830.15,185.59,88.46,124.8
495.65,34.45,63.68,6.89,-1.11
16.67,784.05,62.68,159.14,187.7
192.59,570.65,99.02,29.56,185.7
57.12,451.75,183.48,144.25,123.8
328.73,64.45,196.26,18.78,44.34
229.6,431.2,161.14,60.79,42.23
334.84,133.9,218.04,0.0,25.67
421.3,-35.55,149.14,6.0,11.67
51.23,1083.55,131.47,24.56,170.03
281.83,278.95,112.8,39.23,82.35
238.38,196.15,174.59,49.01,70.79
366.07,162.8,157.92,11.67,10.89
292.61,29.45,229.82,39.34,31.34
478.09,74.45,75.46,16.67,16.89
293.39,403.4,65.68,105.91,46.23
429.86,79.45,108.91,2.89,20.45
465.31,104.45,91.35,13.67,8.89
338.84,147.8,196.37,26.56,28.67
470.31,-45.55,116.91,3.89,-3.11
414.41,133.9,147.14,6.78,5.89
381.96,230.05,96.24,53.12,17.78
194.37,197.25,281.83,3.89,77.46
379.96,14.45,176.81,11.67,31.56
71.79,982.95,214.04,-4.0,136.58
318.95,55.0,225.71,18.67,26.67
261.05,328.95,203.15,6.89,51.12
241.38,432.85,165.03,99.13,15.89
132.47,290.05,239.38,119.8,25.34
109.13,283.4,240.49,76.46,95.24
269.94,92.8,262.05,28.56,16.89
207.15,200.6,130.47,85.46,125.8
170.92,112.25,340.51,7.78,22.45
453.53,-10.0,80.35,45.23,-10.0
237.6,92.25,240.38,69.68,-0.11
347.51,89.45,157.03,35.34,39.23
260.16,57.8,273.94,28.34,2.0
418.19,3.9,139.47,12.89,24.67
183.48,211.7,271.94,65.68,26.56
518.43,60.0,64.9,2.89,10.89
83.57,496.2,336.84,66.68,9.78
281.61,106.7,103.91,66.68,74.46
316.28,18.35,240.38,-3.0,21.67
366.18,151.7,113.91,45.23,45.34
102.13,731.8,291.61,40.34,12.56
315.28,290.6,164.03,51.01,25.56
162.81,182.25,193.48,120.69,69.57
269.83,539.0,58.9,121.69,-0.22
334.73,197.25,188.59,17.56,26.56
115.91,122.25,325.95,38.34,92.35
485.09,24.45,108.13,11.89,-8.0
186.7,289.5,224.71,61.9,47.9
251.27,88.9,310.28,6.78,16.78
278.83,172.25,183.48,43.12,50.23
447.75,-20.55,115.69,7.78,10.89
186.7,270.6,304.17,38.23,28.67
210.26,682.35,178.7,48.23,25.34
549.55,-20.0,21.56,5.0,-10.0
298.61,284.5,182.59,2.89,57.01
39.45,541.2,64.79,38.34,353.18
171.7,428.4,267.16,15.78,71.68
487.76,65.0,94.35,-7.0,2.0
462.2,88.9,96.13,-6.0,1.89
228.71,343.4,181.59,53.01,44.01
66.57,342.85,394.52,15.78,34.45
490.76,-0.55,79.46,7.89,-6.11
399.52,62.8,136.58,15.67,11.56
427.19,88.9,96.24,40.34,36.45
474.31,118.9,92.13,6.0,-4.11
140.25,943.5,114.02,61.9,110.13
402.52,153.35,141.47,13.67,21.67
470.2,69.45,86.35,11.89,23.67
200.15,212.25,244.38,99.02,12.89
383.96,4.45,196.26,4.0,-6.0
38.34,759.6,151.03,95.13,123.58
262.16,156.15,123.8,148.36,37.45
425.97,73.9,92.13,18.67,28.45
308.39,62.8,154.25,41.12,78.57
135.36,521.2,157.14,87.35,122.8
410.3,49.45,135.36,14.78,17.67
169.92,559.0,173.81,46.01,81.46
135.47,327.85,131.69,199.15,51.12
480.98,84.45,75.68,6.78,13.67
381.96,67.8,155.03,23.56,13.89
272.72,192.8,249.38,16.56,6.78
313.28,226.7,158.03,45.12,27.34
188.37,116.7,290.72,51.9,26.56
431.08,48.9,123.69,13.67,4.78
285.5,166.7,174.81,42.12,42.23
98.24,364.5,294.5,51.9,90.35
348.4,48.35,182.59,17.67,13.67
194.26,305.6,291.61,37.34,17.67
231.6,363.95,193.37,48.12,49.12
259.05,156.7,172.81,68.68,59.01
485.98,79.45,80.35,-1.0,12.89
364.29,186.15,155.25,45.23,11.0
410.41,79.45,139.36,18.78,14.56
509.43,25.0,62.79,7.89,-11.0
220.82,137.8,269.83,40.23,19.45
382.96,133.35,175.81,17.56,8.0
47.01,276.15,282.72,98.24,113.91
488.87,34.45,69.57,12.89,-1.11
373.07,49.45,157.92,28.34,-0.22
319.06,-6.1,149.36,88.35,39.45
315.28,278.4,107.13,60.79,49.12
219.93,211.15,247.27,56.01,10.67
275.72,132.8,118.69,113.02,63.01
348.62,143.35,192.48,16.67,26.56
156.14,102.8,344.51,29.34,25.34
415.3,34.45,149.14,12.89,15.89
267.94,236.15,217.93,31.34,17.56
202.15,67.8,279.83,26.45,44.01
423.97,132.8,110.91,16.67,-1.11
555.66,45.0,33.45,-0.11,-8.0
287.5,340.05,122.8,41.12,65.68
489.98,64.45,84.35,4.89,1.0
461.31,58.9,74.46,11.67,3.78
376.85,136.15,95.13,46.01,13.89
468.2,-30.55,106.13,12.89,1.78
409.3,102.8,93.35,22.67,35.12
310.17,133.9,211.15,41.34,20.56
440.64,133.35,101.13,16.78,2.78
409.52,128.9,128.58,15.67,23.56
408.3,13.9,147.14,12.89,11.89
282.83,322.85,159.92,57.9,-3.11
19.45,829.05,155.25,59.9,171.59
450.53,8.9,105.91,1.89,-3.11
515.43,-5.0,72.79,9.89,11.89
361.4,340.05,104.91,45.23,31.45
475.98,60.0,86.35,9.78,0.89
169.03,-40.55,286.72,34.45,103.91
103.91,253.95,235.71,90.24,78.35
357.18,3.9,140.36,60.79,15.89
107.91,122.8,241.38,101.02,94.13
500.54,-45.55,61.9,11.89,3.78
369.07,53.35,102.02,41.34,42.01
428.19,163.35,130.58,25.56,-10.0
416.3,108.9,153.25,1.89,23.78
413.19,146.15,87.46,24.56,17.56
448.53,-40.55,98.13,-1.11,11.56
209.15,266.15,174.59,95.13,47.01
340.73,187.25,207.26,14.78,3.78
363.18,68.9,165.03,26.56,27.45
381.85,77.25,160.14,16.56,3.89
235.71,171.15,227.82,32.34,70.9
500.54,39.45,62.68,8.89,-8.0
524.32,163.35,34.34,0.89,10.78
165.81,600.1,143.36,63.68,110.13
207.26,343.4,111.8,27.56,165.7
310.17,101.7,93.24,123.69,12.56
37.12,323.4,90.24,255.16,108.8
162.03,337.85,180.7,93.35,87.35
276.94,201.7,128.58,96.13,58.01
314.95,64.45,228.71,-1.11,12.56
525.21,24.45,39.34,4.78,3.78
213.15,764.6,74.57,58.79,67.57
243.49,266.15,230.82,42.12,31.34
338.62,245.6,147.36,60.9,12.0
289.61,235.6,208.04,9.78,47.34
257.38,151.15,166.81,80.46,40.12
309.17,48.35,199.15,18.56,27.45
338.62,83.35,189.48,6.78,39.45
400.63,147.8,127.58,21.56,19.67
533.21,-55.0,56.9,5.0,11.0
238.49,175.6,177.81,52.12,73.46
276.83,34.45,252.16,37.34,5.78
204.15,271.15,306.28,23.45,11.0
129.69,442.3,266.05,90.24,29.56
56.01,519.55,299.5,37.23,77.35
298.5,137.25,178.81,66.68,30.56
179.81,138.35,315.17,48.12,48.23
326.95,38.35,213.93,18.56,-3.11
410.3,202.25,132.58,5.78,6.78
352.51,14.45,195.26,19.67,5.67
215.93,142.25,275.72,17.67,42.23
402.52,53.9,158.14,14.78,21.78
272.05,116.7,237.6,35.34,19.56
351.51,167.8,165.03,34.45,19.56
434.86,39.45,113.8,21.67,13.67
408.41,49.45,128.47,47.23,6.0
488.76,78.9,71.57,0.89,-5.0
364.07,88.9,146.14,36.34,10.67
448.75,201.7,101.24,6.0,2.78
118.8,265.6,336.84,51.01,33.23
305.28,-25.0,247.27,13.78,5.67
297.39,103.9,229.82,36.45,26.56
239.71,220.05,212.04,32.45,63.79
5645.5,-25.55,49.01,1.89,1.89
282.72,19.45,227.6,35.45,47.34
296.61,39.45,265.16,9.89,36.45
375.96,121.7,128.69,31.34,19.56
148.36,271.15,120.69,143.36,145.36
451.53,44.45,105.91,4.89,20.78
393.63,83.35,108.91,26.56,47.23
130.58,565.1,229.6,14.67,103.13
295.5,104.45,179.59,28.34,61.79
559.44,-20.0,19.56,-2.0,-6.0
417.3,251.15,86.24,47.23,12.0
190.26,8.9,278.83,53.12,49.01
232.82,412.3,227.82,12.89,60.01
433.08,-45.0,127.58,10.67,14.67
115.02,564.55,151.14,95.13,129.8
403.63,89.45,183.59,2.0,-3.11
461.42,33.9,101.13,11.78,18.78
343.51,152.25,172.7,26.56,18.67
131.58,206.15,267.94,50.01,104.24
175.59,166.7,170.7,102.13,100.13
262.05,187.25,180.48,38.34,61.68
314.17,62.8,169.81,44.23,46.23
322.06,220.6,151.25,17.56,43.01
365.29,335.05,134.58,47.12,-9.0
272.94,127.25,187.48,64.9,49.12
413.19,128.35,92.13,19.56,17.45
379.96,82.8,104.91,67.68,2.89
199.37,40.0,320.95,38.34,43.34
327.95,673.45,92.24,27.45,12.67
125.47,136.7,262.94,41.23,97.02
191.48,201.15,237.49,90.35,34.45
298.39,106.7,162.81,27.45,62.01
419.19,93.35,130.47,5.78,6.89
30.45,779.05,94.24,76.68,213.82
341.73,231.7,164.03,31.34,16.56
169.03,195.6,257.27,104.02,20.67
268.05,506.2,178.59,15.67,25.45
431.97,117.8,106.13,-7.0,35.45
202.15,285.6,309.28,11.67,21.78
305.28,255.6,189.37,28.45,8.78
201.26,284.5,214.04,23.67,84.24
150.03,535.65,291.61,23.67,18.56
267.83,43.35,254.16,21.67,35.56
477.09,93.9,84.57,8.89,27.67
479.2,68.35,77.57,14.78,12.78
