Customer Identity,First Policy´s Year,Brithday Year,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
5527,1974,1977,2 - High School,1949,4,1,-25.00,1.00,128.47,575.10,173.70,74.68,96.24
5528,1996,1937,3 - BSc/MSc,3670,1,0,-5.34,0.97,330.84,99.45,182.48,40.34,39.45
5529,1983,1956,2 - High School,3096,4,1,154.80,0.75,439.86,148.35,80.46,9.78,41.23
5530,1988,1982,3 - BSc/MSc,2459,1,1,637.02,0.23,185.48,352.85,122.69,123.69,71.68
5531,1977,1971,3 - BSc/MSc,2546,3,0,-25.00,1.00,438.75,89.45,136.58,13.78,9.89
5532,1991,1998,1 - Basic,781,1,1,78.02,0.90,53.01,619.00,164.92,103.02,138.25
5533,1996,1940,1 - Basic,4433,2,0,30.90,0.94,201.15,377.85,147.25,55.90,97.24
5534,1988,1968,2 - High School,2632,1,1,-15.22,0.99,233.49,248.95,149.25,70.79,80.57
5535,1989,1974,2 - High School,2358,3,1,382.08,0.31,414.41,-15.00,91.24,22.67,77.68
5536,1974,1976,3 - BSc/MSc,2450,4,0,533.32,0.34,151.25,310.05,60.90,115.91,212.93
5537,1985,1976,3 - BSc/MSc,1904,1,1,-25.00,1.00,412.41,54.45,137.47,21.67,14.67
5538,1990,1973,3 - BSc/MSc,1942,1,1,-155.00,1.25,427.86,-65.00,143.47,9.78,4.89
5539,1983,1984,3 - BSc/MSc,,3,1,323.18,0.35,301.28,0.00,188.37,29.45,17.45
5540,1991,1991,2 - High School,738,3,1,306.95,0.72,79.68,722.90,143.47,127.58,124.69
5541,1985,1978,2 - High School,1766,2,1,65.02,0.87,346.40,132.25,167.03,35.23,-7.00
5542,1991,1969,1 - Basic,2499,1,1,17.23,0.95,184.48,339.50,147.36,152.03,42.23
5543,1990,1990,3 - BSc/MSc,2013,4,1,156.15,0.82,92.13,501.75,297.50,-5.00,94.02
5544,1988,1998,2 - High School,1726,4,1,-21.22,1.00,102.13,585.10,201.37,85.35,89.13
5545,1979,1964,2 - High School,2577,3,1,66.34,0.86,520.32,94.45,51.01,11.89,-3.11
5546,1986,1955,3 - BSc/MSc,3108,4,1,421.75,0.25,446.75,33.35,97.13,8.78,11.56
5547,1989,1971,1 - Basic,2391,3,1,460.20,0.23,461.53,23.90,88.46,23.67,28.56
5548,1985,1979,3 - BSc/MSc,2500,1,1,-22.77,1.00,321.84,-40.00,209.04,7.78,34.45
5549,1979,1970,3 - BSc/MSc,2088,4,1,350.96,0.42,354.29,88.90,158.92,24.45,21.67
5550,1976,1986,2 - High School,1294,4,1,379.52,0.35,390.63,33.90,179.70,-4.00,17.89
5551,1976,1987,3 - BSc/MSc,1353,2,1,586.44,0.42,200.26,565.10,204.04,33.34,46.34
5552,1994,1943,2 - High School,3674,4,0,171.71,0.68,148.36,48.35,235.49,158.03,20.45
5553,1988,1948,3 - BSc/MSc,3276,4,0,211.71,0.70,112.02,240.60,240.49,115.91,83.57
5554,1981,1983,3 - BSc/MSc,1592,4,1,-51.78,1.04,367.29,93.90,199.15,8.78,-6.00
5555,1994,1942,3 - BSc/MSc,4309,1,0,308.06,0.51,290.72,107.25,221.82,13.67,42.34
5556,1990,1949,1 - Basic,3568,1,0,422.41,0.52,92.13,417.85,295.61,51.12,80.68
5557,1977,1952,3 - BSc/MSc,2933,3,1,-15.11,0.99,348.51,127.25,174.81,16.67,26.56
5558,1977,1954,3 - BSc/MSc,3260,1,1,458.43,0.20,360.29,38.90,120.69,28.34,55.90
5559,1989,1985,3 - BSc/MSc,2496,4,1,123.48,0.79,255.05,131.70,241.60,49.12,16.78
5560,1981,1947,3 - BSc/MSc,3298,3,0,244.05,0.62,269.05,123.90,275.83,13.67,19.67
5561,1992,1942,3 - BSc/MSc,3707,1,0,228.61,0.60,205.26,48.35,352.51,2.89,19.56
5562,1989,1976,2 - High School,2046,3,0,457.43,0.33,193.48,166.15,228.60,6.89,122.80
5563,1976,1944,3 - BSc/MSc,3722,3,0,34.47,0.92,108.02,165.60,225.93,58.90,165.03
5564,1981,1947,2 - High School,3135,1,0,262.73,0.54,278.94,33.35,175.70,24.56,110.13
5565,1995,1993,3 - BSc/MSc,1110,4,0,76.80,0.90,100.02,501.75,260.05,65.68,63.90
5566,1987,1954,3 - BSc/MSc,3439,1,0,260.83,0.53,332.95,18.35,188.48,12.89,60.01
5567,1982,1968,3 - BSc/MSc,1846,1,1,28.11,0.92,531.21,60.00,51.01,6.89,15.89
5568,1975,1945,2 - High School,4192,4,0,224.49,0.66,249.49,176.70,217.82,8.78,80.57
5569,1983,1987,3 - BSc/MSc,1747,1,1,130.36,0.77,316.17,103.35,205.04,11.89,40.12
5570,1991,1989,1 - Basic,1633,1,1,-241.81,1.37,181.48,-5.55,197.37,65.79,145.47
5571,1985,1991,1 - Basic,1189,1,1,178.26,0.82,203.26,672.35,104.91,107.91,35.45
5572,1997,1971,3 - BSc/MSc,2607,3,1,82.25,0.84,423.97,107.25,112.91,2.00,16.67
5573,1987,1987,2 - High School,1104,2,1,83.35,0.84,110.80,108.35,203.26,150.25,96.02
5574,1985,1959,2 - High School,3162,1,1,363.06,0.47,322.95,153.35,152.25,88.24,13.89
5575,1995,1972,3 - BSc/MSc,,3,1,-36.00,1.02,507.43,55.00,78.68,4.00,11.00
5576,1979,1955,2 - High School,3107,4,1,-90.00,1.12,410.41,-10.55,112.80,26.45,17.45
5577,1984,1940,2 - High School,3196,3,0,170.15,0.74,261.05,196.15,250.27,1.00,37.45
5578,1988,1999,1 - Basic,982,4,1,498.44,0.52,23.45,637.35,143.36,171.70,113.91
5579,1987,1973,3 - BSc/MSc,2091,3,1,34.00,0.91,538.99,55.00,41.12,4.00,1.00
5580,1977,1983,3 - BSc/MSc,1443,1,1,478.98,0.36,157.25,221.15,246.49,125.58,35.45
5581,1989,1976,1 - Basic,2275,1,1,8.67,0.86,,10.00,187.48,33.45,9.78
5582,1978,1978,2 - High School,1722,1,1,-37.00,1.02,516.54,45.00,75.57,4.00,-6.00
5583,1987,1954,3 - BSc/MSc,3081,4,1,17.23,0.94,213.93,116.70,236.60,52.90,42.23
5584,1984,1951,3 - BSc/MSc,3080,4,0,-7.55,0.98,296.39,167.25,219.93,13.78,17.45
5585,1984,1999,1 - Basic,1029,4,1,809.49,0.23,62.68,633.45,94.35,216.82,78.46
5586,1997,1953,2 - High School,3537,1,1,-101.68,1.10,288.61,289.50,162.81,-7.00,62.68
5587,1987,1957,3 - BSc/MSc,2823,1,1,341.07,0.48,326.84,136.70,161.14,39.23,40.45
5588,1982,1981,3 - BSc/MSc,1884,3,1,293.83,0.54,256.38,69.45,297.50,28.56,35.56
5589,1976,1949,2 - High School,3400,4,0,372.97,0.37,303.17,82.80,212.04,23.56,11.56
5590,1986,1971,3 - BSc/MSc,1632,3,1,-121.24,1.11,184.48,398.95,152.14,96.24,79.35
5591,1983,1958,1 - Basic,2564,1,1,672.70,0.25,125.47,460.10,217.04,122.80,10.67
5592,1976,1991,2 - High School,1615,4,1,71.03,0.84,227.82,33.35,269.83,37.34,25.34
5593,1996,1962,2 - High School,2553,4,1,-58.66,1.06,541.99,-40.55,49.23,10.89,6.89
5594,1980,1948,4 - PhD,3480,1,0,-6.55,0.97,311.28,97.25,210.93,4.00,22.45
5595,1977,1944,2 - High School,4336,2,0,251.93,0.65,247.27,261.15,195.48,54.90,39.12
5596,1976,1960,3 - BSc/MSc,2581,3,1,41.68,0.90,509.54,78.90,70.79,-6.00,-3.11
5597,1994,1983,2 - High School,1786,3,0,315.50,0.59,147.14,290.60,312.17,64.68,14.78
5598,1994,1981,2 - High School,1911,4,1,226.27,0.68,267.83,264.50,181.59,52.12,16.56
5599,1992,1957,3 - BSc/MSc,3431,1,1,-8.33,0.98,457.42,74.45,86.46,16.67,32.56
5600,1994,1948,2 - High School,3521,4,0,812.37,0.22,239.60,585.10,187.48,12.67,43.23
5601,1982,1974,3 - BSc/MSc,2524,4,1,511.54,0.44,298.39,476.75,83.46,59.79,45.01
5602,1995,1957,2 - High School,3374,3,1,-9.22,0.98,273.83,112.25,198.26,34.34,50.12
5603,1986,1986,2 - High School,1311,3,1,136.16,0.70,162.03,-50.00,333.84,47.23,51.90
5604,1996,1997,2 - High School,1191,1,1,469.65,0.51,88.24,535.10,229.60,53.90,94.35
5605,1980,1950,3 - BSc/MSc,3069,1,1,-52.23,1.03,234.60,318.40,165.81,37.34,64.57
5606,1981,1964,3 - BSc/MSc,2646,2,1,454.87,0.16,473.98,4.45,87.35,5.89,2.89
5607,1993,1964,2 - High School,3158,4,1,-25.78,1.00,520.43,35.00,70.79,11.78,-12.00
5608,1974,2001,1 - Basic,1131,3,0,-25.00,1.00,43.23,690.70,157.03,87.35,142.25
5609,1980,1974,3 - BSc/MSc,2200,3,1,410.53,0.29,431.75,49.45,125.58,4.00,-0.22
5610,1979,1968,2 - High School,2599,1,1,357.97,0.46,110.80,170.60,189.59,224.93,12.56
5611,1989,1985,3 - BSc/MSc,1902,4,1,400.54,0.21,455.31,-30.55,95.35,17.67,0.78
5612,1994,1946,2 - High School,3788,4,0,198.60,0.83,71.79,929.05,178.59,169.81,-9.00
5613,1989,1968,2 - High School,2067,1,1,30.12,0.91,495.87,58.90,61.90,22.67,3.78
5614,1982,1996,2 - High School,884,4,1,76.24,0.89,71.57,475.10,218.93,92.24,101.24
5615,1993,1942,3 - BSc/MSc,3801,2,0,460.08,0.38,246.49,197.25,266.05,41.34,28.67
5616,1978,1944,2 - High School,3061,4,0,86.80,0.89,86.24,555.10,266.94,51.90,59.90
5617,1994,1994,2 - High School,1497,4,0,350.85,0.40,112.91,48.90,139.36,97.24,229.71
5618,1981,1959,3 - BSc/MSc,3418,4,1,90.35,0.83,383.85,103.35,162.92,26.56,12.00
5619,1996,1985,3 - BSc/MSc,2675,4,1,258.83,0.58,332.84,112.80,158.03,59.79,10.78
5620,1981,1991,2 - High School,1036,4,1,500.32,0.37,204.37,299.50,248.27,27.56,49.01
5621,1995,1940,2 - High School,3890,2,0,456.99,0.37,179.48,220.05,248.49,82.46,33.56
5622,1977,1983,3 - BSc/MSc,1816,3,1,143.80,0.77,328.84,182.80,173.70,-7.00,56.90
5623,1978,1958,2 - High School,3576,2,1,141.04,0.71,325.84,-5.55,99.02,30.45,123.80
5624,1984,1976,2 - High School,1356,1,1,169.27,0.73,359.40,161.15,159.14,-0.11,33.34
5625,1997,1968,4 - PhD,2165,1,1,-159.11,1.26,516.21,-60.00,57.90,9.89,-8.00
5626,1988,1952,3 - BSc/MSc,3504,4,0,420.19,0.33,342.51,88.90,210.15,13.78,13.78
5627,1978,1984,3 - BSc/MSc,1560,3,1,-45.88,1.04,427.97,23.90,132.47,11.78,-11.00
5628,1986,2000,1 - Basic,995,4,1,-144.80,1.10,36.34,705.70,108.13,119.80,179.59
5629,1994,1970,3 - BSc/MSc,2124,3,1,515.99,0.18,479.98,73.90,65.79,12.78,25.67
5630,1976,1944,2 - High School,3609,4,0,0.45,0.97,225.71,421.75,214.15,31.34,25.45
5631,1978,1947,3 - BSc/MSc,3753,1,0,78.70,0.83,280.61,42.80,193.37,60.90,18.56
5632,1988,1954,3 - BSc/MSc,3008,1,1,398.65,0.21,464.31,-35.55,106.02,4.89,-5.11
5633,1989,1974,4 - PhD,2594,1,0,27.34,0.92,342.51,102.80,170.70,23.67,28.67
5634,1982,1979,3 - BSc/MSc,1596,4,0,158.38,0.66,123.69,-16.10,158.92,176.70,100.91
5635,1986,1959,2 - High School,2568,3,1,-27.22,1.00,425.97,143.35,130.58,-1.00,-0.11
5636,1993,1956,2 - High School,2888,3,1,578.00,0.43,108.80,589.55,119.69,95.35,141.25
5637,1996,1966,2 - High School,2491,2,1,539.10,0.19,411.30,137.80,118.80,20.67,5.67
5638,1977,1957,3 - BSc/MSc,2729,4,0,-50.00,1.04,438.64,4.45,112.02,14.78,14.67
5639,1977,1986,3 - BSc/MSc,1579,4,1,460.09,0.35,334.62,216.15,128.47,26.45,39.23
5640,1990,1962,3 - BSc/MSc,2883,1,1,555.55,0.10,508.43,59.45,63.90,-1.11,14.89
5641,1980,1982,2 - High School,1427,4,1,98.58,0.85,147.25,285.05,280.61,70.57,23.67
5642,1977,1956,4 - PhD,3304,3,1,569.44,0.08,531.99,79.45,41.12,-5.00,-2.00
5643,1977,1945,2 - High School,4167,2,1,387.97,0.40,438.97,142.25,102.02,13.67,-4.11
5644,1996,1972,2 - High School,2025,1,0,1109.76,0.28,99.24,1228.00,63.68,20.67,171.81
5645,1997,1942,2 - High School,4342,4,1,-26.10,1.00,245.49,-1.10,204.04,79.57,38.12
5646,1985,1947,3 - BSc/MSc,3392,4,1,15.68,0.93,443.75,14.45,110.02,7.78,18.45
5647,1994,1999,1 - Basic,1497,4,1,-365.84,1.39,50.90,342.85,129.69,198.37,142.47
5648,1979,1987,2 - High School,1392,1,1,753.71,0.34,154.14,760.15,212.04,18.56,37.23
5649,1996,1949,3 - BSc/MSc,2842,3,0,342.07,0.49,355.29,176.70,168.92,11.78,11.67
5650,1983,1966,2 - High School,2712,4,1,386.32,0.24,484.98,-45.55,88.46,18.78,-3.11
5651,1994,1963,2 - High School,2994,4,1,-27.89,1.00,243.49,43.90,257.05,34.23,12.56
5652,1987,1974,2 - High School,2540,1,1,286.06,0.58,347.51,181.15,166.81,36.45,2.89
5653,1979,1944,3 - BSc/MSc,4458,3,0,287.62,0.48,259.05,29.45,277.83,36.34,-6.11
5654,1994,1985,1 - Basic,1786,3,1,-157.69,1.23,191.37,-10.00,278.94,-5.00,112.69
5655,1978,1938,3 - BSc/MSc,3729,1,1,-31.22,1.01,345.51,138.35,201.37,26.56,-3.11
5656,1982,1977,3 - BSc/MSc,2546,4,1,-89.89,1.13,456.31,-60.00,105.91,3.00,7.89
5657,1987,1979,2 - High School,1199,4,1,75.69,0.84,291.50,68.35,223.71,7.89,40.23
5658,1979,1962,2 - High School,3637,2,1,484.55,0.13,508.43,4.45,58.90,15.78,-1.11
5659,1980,1957,2 - High School,3568,3,1,159.48,0.75,304.39,143.35,165.03,4.00,123.91
5660,1992,1980,3 - BSc/MSc,2181,2,1,-86.10,1.11,415.19,-30.55,137.47,14.67,11.78
5661,1982,1952,2 - High School,3220,4,0,185.25,0.68,214.15,60.00,245.38,63.90,70.68
5662,1988,1964,3 - BSc/MSc,2411,4,1,-29.77,1.01,443.64,23.90,100.02,7.78,28.67
5663,1987,1964,3 - BSc/MSc,2720,1,1,93.57,0.81,297.39,64.45,174.70,24.45,78.57
5664,1992,1978,3 - BSc/MSc,1186,3,1,314.39,0.61,332.84,358.95,144.36,18.56,19.56
5665,1986,1960,2 - High School,3194,4,1,29.47,0.91,375.96,38.35,159.03,-1.11,19.45
5666,1993,1950,3 - BSc/MSc,3974,1,0,231.49,0.76,192.59,584.00,186.37,63.90,47.34
5667,1988,1966,2 - High School,2294,4,1,397.54,0.25,450.64,-1.10,107.91,12.78,-9.00
5668,1995,1974,2 - High School,2341,1,1,188.15,0.68,264.16,97.25,202.37,51.01,58.01
5669,1995,1958,3 - BSc/MSc,2951,1,1,150.60,0.75,362.07,175.60,113.02,,60.79
5670,1980,1956,3 - BSc/MSc,3131,4,1,-11.54,0.98,461.42,3.90,100.24,10.67,-1.11
5671,1981,1986,2 - High School,650,4,1,31.90,0.93,188.37,270.60,291.61,28.34,28.56
5672,1976,1999,1 - Basic,1097,4,0,-59.02,1.05,39.34,163.35,103.02,193.26,236.71
5673,1993,1943,3 - BSc/MSc,4181,4,1,-35.89,1.02,434.97,28.90,122.58,10.89,17.78
5674,1988,1992,2 - High School,1469,2,1,-25.00,1.00,27.56,28.90,213.15,207.15,141.36
5675,1984,1946,3 - BSc/MSc,3184,4,0,205.83,0.62,260.05,62.80,189.37,48.01,44.01
5676,1994,1990,2 - High School,1009,2,1,285.17,0.55,181.59,117.80,346.51,34.45,10.78
5677,1981,1987,3 - BSc/MSc,1120,1,1,-25.00,1.00,226.60,226.15,218.04,7.00,95.13
5678,1981,1938,3 - BSc/MSc,3916,1,0,152.48,0.77,161.92,230.60,287.61,36.45,52.01
5679,1978,1982,1 - Basic,1764,1,1,192.60,0.73,239.38,266.15,166.03,62.79,84.57
5680,1991,1977,1 - Basic,2457,4,1,-112.35,1.12,252.16,210.05,194.48,16.56,70.79
5681,1978,1964,3 - BSc/MSc,3000,1,1,551.33,0.18,398.41,157.25,115.80,10.67,20.67
5682,1988,1954,3 - BSc/MSc,3057,1,1,470.99,0.26,373.18,87.25,144.25,33.45,35.56
5683,1975,1963,3 - BSc/MSc,2551,1,1,32.01,0.92,262.16,89.45,226.71,57.01,36.23
5684,1986,1963,4 - PhD,2227,1,1,-106.22,1.16,496.76,-60.00,83.46,2.89,-6.11
5685,1995,1964,3 - BSc/MSc,3059,3,1,423.09,0.23,439.75,23.90,80.35,22.56,15.56
5686,1981,1988,3 - BSc/MSc,1535,4,1,397.96,0.36,363.29,79.45,217.04,-4.00,7.78
5687,1986,1989,3 - BSc/MSc,2016,4,1,27.12,0.92,243.49,49.45,302.50,32.45,19.67
5688,1989,1991,3 - BSc/MSc,1056,1,1,637.13,0.29,127.58,451.20,243.38,83.35,31.45
5689,1974,1939,3 - BSc/MSc,3871,3,0,-20.55,0.99,391.52,14.45,169.81,7.89,-2.11
5690,1985,1968,3 - BSc/MSc,3360,4,1,583.21,0.13,487.98,104.45,87.35,4.00,11.78
5691,1996,1946,3 - BSc/MSc,3721,4,0,334.29,0.61,289.72,408.40,163.03,21.56,48.01
5692,1989,1941,3 - BSc/MSc,4430,1,0,215.93,0.70,239.49,280.05,235.49,7.89,47.01
5693,1977,1950,3 - BSc/MSc,3756,3,0,-68.23,1.06,257.38,165.60,215.04,40.23,43.23
5694,1983,1981,3 - BSc/MSc,2233,3,1,-55.56,1.05,350.29,117.80,179.59,22.67,7.89
5695,1986,1974,4 - PhD,2050,1,1,-1.77,0.96,398.63,14.45,184.59,4.89,3.89
5696,1980,2000,1 - Basic,1233,4,1,386.41,0.61,45.23,569.55,63.68,143.25,222.93
5697,1981,1953,3 - BSc/MSc,3875,1,1,-60.45,1.04,269.16,323.40,202.15,40.23,4.78
5698,1994,1954,4 - PhD,3126,2,1,58.57,0.87,456.31,63.90,89.24,-0.11,19.78
5699,1983,1968,4 - PhD,2913,3,0,-39.89,1.02,465.20,59.45,94.13,4.89,10.00
5700,1979,1956,1 - Basic,3524,1,1,212.60,0.68,258.05,180.60,181.70,65.79,45.34
5701,1983,1957,4 - PhD,3251,2,1,3.45,0.95,343.62,38.90,178.59,28.45,23.56
5702,1992,1943,3 - BSc/MSc,4508,4,0,-5.76,0.97,217.04,-11.10,254.38,30.34,82.57
5703,1992,1945,3 - BSc/MSc,3957,1,0,-25.00,1.00,381.85,53.90,184.70,17.78,5.89
5704,1990,1982,1 - Basic,1377,1,1,173.04,0.76,225.60,270.60,209.04,39.34,66.90
5705,1978,1953,2 - High School,3201,1,0,455.10,0.27,382.85,97.25,97.24,67.79,9.67
5706,1986,1963,4 - PhD,2582,3,1,470.87,0.26,495.87,89.45,82.35,1.89,2.00
5707,1994,1961,3 - BSc/MSc,2620,2,1,-51.00,1.05,420.08,-35.00,123.80,21.56,12.56
5708,1995,1989,3 - BSc/MSc,990,2,1,555.78,0.42,195.48,524.55,142.36,7.89,131.36
5709,1986,1978,3 - BSc/MSc,2338,1,1,369.52,0.35,381.07,18.35,172.81,25.45,12.00
5710,1982,1949,3 - BSc/MSc,3458,4,0,226.72,0.55,302.50,-20.00,264.94,10.78,1.78
5711,1991,1946,2 - High School,3890,2,0,276.28,0.56,243.60,136.70,242.49,63.79,-6.11
5712,1980,1950,1 - Basic,4132,4,0,-111.46,1.11,216.93,308.40,209.93,69.68,16.78
5713,1991,1951,2 - High School,3150,1,0,1061.77,0.12,245.49,804.05,106.13,37.23,36.23
5714,1984,1948,3 - BSc/MSc,3291,3,0,556.65,0.30,275.05,276.15,250.27,18.56,11.89
5715,1996,1963,3 - BSc/MSc,2983,1,1,-58.56,1.04,365.29,191.70,140.47,11.67,45.23
5716,1993,1969,2 - High School,2943,3,1,279.17,0.59,334.62,215.05,138.47,30.45,26.56
5717,1985,1962,3 - BSc/MSc,2687,1,1,-5.55,0.97,463.31,19.45,93.13,6.00,10.67
5718,1988,1983,2 - High School,1376,4,1,395.87,0.44,211.93,229.50,288.72,4.89,20.56
5719,1979,1951,3 - BSc/MSc,3407,3,1,414.86,0.33,420.08,68.35,127.69,24.67,19.78
5720,1978,1981,2 - High School,1928,1,1,266.17,0.54,309.17,77.80,201.15,30.56,12.56
5721,1977,1950,3 - BSc/MSc,3781,4,0,239.82,0.70,307.28,359.50,156.14,74.68,-10.00
5722,1982,1950,3 - BSc/MSc,3435,4,0,50.12,0.89,350.62,118.35,194.48,10.67,32.56
5723,1990,1992,3 - BSc/MSc,1714,4,1,-20.11,0.99,276.72,83.35,259.16,4.89,26.56
5724,1997,1957,3 - BSc/MSc,3670,1,1,272.17,0.62,372.85,250.05,112.02,9.89,37.23
5725,1979,1969,3 - BSc/MSc,2466,4,1,440.88,0.16,458.31,-16.10,87.24,10.78,12.89
5726,1978,1972,1 - Basic,1995,4,1,292.62,0.49,330.73,72.25,215.04,-1.11,10.89
5727,1983,1962,1 - Basic,3618,4,1,-137.69,1.12,257.38,465.10,119.80,83.35,29.34
5728,1992,1950,1 - Basic,3813,1,0,61.24,0.89,264.94,245.05,168.70,-1.11,88.46
5729,1992,1960,3 - BSc/MSc,2728,4,1,612.89,0.15,399.52,197.25,92.35,21.56,41.12
5730,1979,1968,3 - BSc/MSc,2853,1,1,27.80,0.91,387.63,52.80,115.69,3.89,32.23
5731,1985,1971,1 - Basic,2392,4,1,213.49,0.62,248.49,78.90,156.92,-5.00,153.92
5732,1986,1989,2 - High School,1597,4,1,238.94,0.64,216.04,177.25,285.61,15.67,32.23
5733,1987,1981,2 - High School,2105,4,1,397.19,0.35,432.08,82.80,117.69,14.78,4.89
5734,1995,1974,3 - BSc/MSc,1833,1,1,429.09,0.26,425.19,28.90,160.14,0.89,
5735,1997,1942,2 - High School,3453,2,0,-31.67,1.01,342.62,128.90,177.59,35.34,28.67
5736,1990,1966,3 - BSc/MSc,2255,4,0,331.51,0.56,326.95,265.60,196.26,10.78,18.78
5737,1978,1983,3 - BSc/MSc,1824,1,1,598.01,0.40,111.80,574.00,234.71,65.68,49.01
5738,1996,1979,2 - High School,2096,1,1,94.68,0.84,442.86,143.35,124.80,1.89,21.78
5739,1989,1971,4 - PhD,1691,1,1,-33.89,1.01,404.30,64.45,165.03,6.89,8.89
5740,1992,1984,3 - BSc/MSc,1713,1,1,79.36,0.86,249.27,220.05,156.92,62.90,52.79
5741,1982,1961,3 - BSc/MSc,3023,4,1,31.01,0.92,314.95,156.15,152.03,56.01,18.78
5742,1993,1955,1 - Basic,2976,1,1,183.26,0.81,104.13,570.65,200.26,104.13,105.24
5743,1988,1993,3 - BSc/MSc,1174,4,1,120.47,0.86,134.47,531.20,241.60,65.79,76.79
5744,1993,1991,2 - High School,1106,1,1,404.42,0.38,180.59,151.70,183.70,97.13,83.24
5745,1984,1961,2 - High School,2382,4,1,-83.12,1.10,467.20,-5.00,63.68,25.45,22.67
5746,1986,1952,1 - Basic,3132,1,1,53.58,0.87,309.06,72.80,206.04,5.78,31.56
5747,1996,1952,2 - High School,3795,1,1,-69.23,1.05,50.90,457.30,233.71,117.80,95.13
5748,1995,1976,1 - Basic,1859,4,1,611.02,0.24,231.49,327.85,166.92,39.34,76.68
5749,1986,1965,2 - High School,3196,1,1,153.27,0.72,277.94,72.25,155.14,121.80,15.78
5750,1988,1983,2 - High School,2503,4,1,17.67,0.94,268.94,113.35,213.15,70.68,37.45
5751,1987,1981,1 - Basic,1467,4,1,-25.00,1.00,197.15,500.65,153.14,7.89,118.80
5752,1979,1998,1 - Basic,962,4,0,418.74,0.54,69.68,432.85,192.48,163.03,104.24
5753,1986,1983,2 - High School,1479,4,1,551.22,0.33,153.03,363.40,233.49,59.79,46.01
5754,1986,1998,2 - High School,1442,4,1,222.27,0.80,24.56,829.60,94.35,63.79,247.27
5755,1992,1954,2 - High School,3316,3,1,143.02,0.78,243.60,236.70,198.15,68.68,29.23
5756,1984,1941,2 - High School,3902,1,0,-75.01,1.08,168.92,72.25,282.83,50.01,75.79
5757,1980,1993,2 - High School,840,1,1,-7.44,0.98,137.58,618.45,179.59,86.35,68.79
5758,1984,1950,2 - High School,3425,4,1,330.97,0.34,397.41,-35.55,163.92,5.89,10.89
5759,1981,1951,2 - High School,2942,3,0,400.08,0.36,354.29,98.35,121.58,27.56,63.90
5760,1995,1973,1 - Basic,1633,4,1,-4.44,0.97,300.39,205.60,155.14,20.56,62.79
5761,1975,1971,3 - BSc/MSc,2065,4,1,184.93,0.71,216.04,166.70,268.94,30.34,43.23
5762,1989,1948,2 - High School,3226,4,0,270.50,0.60,221.93,177.25,264.16,55.90,17.67
5763,1993,1951,2 - High School,3388,1,1,124.03,0.87,220.04,628.45,183.70,5.78,76.79
5764,1979,1971,3 - BSc/MSc,1763,4,1,381.19,0.44,338.62,177.25,147.25,30.45,37.12
5765,1990,1985,3 - BSc/MSc,2430,4,1,234.38,0.56,243.49,13.35,244.49,37.23,53.12
5766,1993,1942,3 - BSc/MSc,4238,1,0,111.58,0.88,161.14,657.90,238.49,24.56,49.23
5767,1978,1946,3 - BSc/MSc,4046,4,0,-2.33,0.96,483.09,5.00,82.35,22.67,10.89
5768,1990,1987,2 - High School,1377,4,1,-25.00,1.00,238.38,212.25,180.59,36.23,77.35
5769,1974,1950,3 - BSc/MSc,3388,4,1,372.65,0.31,486.09,-20.55,63.68,26.56,20.78
5770,1997,1988,3 - BSc/MSc,1852,3,1,304.95,0.48,353.40,58.90,202.26,10.78,12.67
5771,1985,1971,3 - BSc/MSc,2558,1,1,553.55,0.09,514.32,59.45,54.12,4.78,5.89
5772,1990,1941,3 - BSc/MSc,3884,3,0,-45.00,1.03,378.74,23.35,170.81,15.78,-10.00
5773,1977,1990,3 - BSc/MSc,1033,4,1,-25.00,1.00,164.81,231.70,303.39,63.90,34.56
5774,1984,1984,3 - BSc/MSc,862,4,1,382.19,0.33,403.30,19.45,163.03,14.78,10.89
5775,1994,1982,2 - High School,2162,3,1,-26.89,1.00,265.16,323.40,168.92,84.35,1.89
5776,1992,1939,4 - PhD,4449,2,0,331.87,0.36,408.19,-25.55,155.25,15.78,-0.22
5777,1987,1997,1 - Basic,734,4,1,21.23,0.97,46.23,1202.45,103.13,27.45,
5778,1994,1936,2 - High School,3300,4,0,202.48,0.72,315.06,270.60,69.79,107.91,43.12
5779,1977,1970,2 - High School,2446,1,1,-45.89,1.03,466.31,102.25,69.68,10.67,-5.11
5780,1994,1981,3 - BSc/MSc,1815,2,1,46.02,0.89,378.07,72.80,181.59,5.89,1.78
5781,1987,1997,2 - High School,1062,2,1,688.04,0.31,164.81,582.90,139.36,89.46,54.79
5782,1988,1978,2 - High School,1077,1,1,373.30,0.43,406.30,133.90,145.36,16.56,-8.00
5783,1982,1948,2 - High School,3207,4,0,841.27,0.28,177.59,766.25,155.14,77.57,34.45
5784,1986,1977,1 - Basic,2486,4,1,-27.43,1.00,134.36,-35.55,234.49,121.69,88.57
5785,1981,1996,2 - High School,974,1,0,180.37,0.86,95.24,1125.20,118.69,65.90,110.13
5786,1976,1967,2 - High School,2360,4,1,-95.66,1.24,287.72,-25.55,,19.56,18.67
5787,1988,1981,3 - BSc/MSc,1668,1,1,30.11,0.92,402.41,65.00,152.14,16.78,26.67
